PID,SalePrice
902109160,108274.3643618764
904302030,173886.29213259232
902300215,123703.61319985485
903228070,104595.85022009727
902406070,123220.36091477315
907410020,195920.74851134556
528365090,316581.23203584336
534450110,70985.7225489821
527146135,342622.44631287974
535325340,140813.8250469024
534452060,112975.12557667382
535325090,134892.58742380384
534202130,139481.8072504811
528118020,346727.11992013664
527214050,388408.61291766306
907401060,219889.10496170656
905104210,121059.66055440479
905225080,236834.98295479824
535178060,139845.04447987853
914476450,159459.84035087813
533250050,224839.29030680927
535450070,141296.4929112615
528181060,231782.9731356202
535454100,129528.5073551367
534476080,145883.38766840674
909452114,251506.70218503836
903476090,125236.2150039425
904101040,130128.91511122505
534431030,135712.20592627948
910202060,100792.0543205471
916386090,255604.22362553337
527451460,106149.07870080479
528290120,186184.25232914873
531375090,145753.05212722725
527403040,157391.35271450077
535453020,137703.1005087026
911175360,94154.19860193605
528228545,179509.15505283984
534275100,129988.3897003854
528142040,342283.0097026651
527357110,131187.0802762055
528480170,275950.50424720463
905226030,121595.65413262074
905104110,137068.50259836868
528480070,261212.8521284488
528386040,417090.0302711443
535453100,125624.31242353463
907192030,203689.36034190276
905478030,133559.41560428607
527210050,371753.38793627
535382020,111149.60944379601
528110070,319822.6010210614
902303100,148542.5016347114
903456090,101775.68860604886
528186080,294164.860721208
909275310,226107.9094910475
908128100,192442.15657640735
908102140,120868.33187973102
531385060,178027.06578606367
902103100,138434.15052335043
528106010,401404.15106839983
534430080,129239.46812040401
533252130,204175.1649071795
528458160,298456.0846395737
902300110,95656.84839342593
528228275,179652.4485088971
907130060,170225.25109501643
905105190,135094.87302788114
908225240,103121.64618935964
528480060,272065.6730268897
526355170,243394.124382693
902105010,90091.46619217408
903225160,130198.1084792662
924151050,216655.4062747377
535456010,136460.21265954786
907130110,176503.09793985466
909451040,120858.23173621738
535126140,195866.76342300267
533253050,161612.90185238843
905480240,99941.15241653065
905479110,105256.18999478738
903233140,133414.53991529834
909254070,184297.59391908234
907250020,255096.7581801826
908102260,133036.62929401433
527403360,123301.93184846098
906225210,158314.70966885553
527359010,153867.92806538113
905100030,130848.29298186538
909250030,114092.55428950078
908225320,126933.17009330502
905201030,82278.90251320005
914474020,226957.41249618036
532479020,146769.56622565354
528228575,225231.6693937871
527107240,171185.93779103117
533253210,176351.59325103596
527127150,227016.44259930993
531450120,195094.70593861342
905427050,159175.51520549087
527258010,290280.2800779276
906476140,162948.9234502883
533236090,333189.6097696312
908103090,106649.0354901007
908250090,100965.21656780624
528181010,217149.924096131
907227090,143833.021396707
527302185,227854.3061179841
535426150,155212.47948181545
909254100,167206.58514937913
531382120,186709.48794678497
921201060,279950.1204118778
528180140,320789.30596298655
905402090,159208.92899136472
902207120,77213.6611747685
902134100,81597.3200853693
908178050,213850.0461684701
535451210,109712.92880169103
528114050,317360.0834528659
907203010,139918.23630670505
534151175,217911.8764889998
908228040,114233.3089116111
902110080,152733.171631259
923277040,143231.1865891086
908204160,87521.58354600453
905402110,116310.39564057559
905102060,124272.45523699025
902402010,141069.89290292797
527107130,204830.1559617442
909251030,147372.02611046273
903225040,127829.0464756423
902405120,120690.13230156188
534201280,132674.11808479397
527451290,96489.18106101303
905451390,152074.3889907122
528456200,230314.8098103722
902110130,94944.24989382875
528112010,268133.34498939477
905226130,145070.08217682937
905108120,148290.35628329878
532353120,125947.11660554133
528120030,311736.96295862267
527450110,103853.63448140805
533244040,302680.23403321666
910205120,106365.50301533814
535452100,131019.36948287873
528106050,403491.5993879512
909100170,92488.13726508676
531453040,181311.98138180748
535304060,121873.41135632839
528431120,260488.09330902356
904100170,144316.74528054002
528218090,187200.14148393556
527131110,264975.5197941679
533208010,196034.61440000212
906226080,126607.1869060832
535152200,126323.00716525457
528231020,195639.596795611
911128010,103012.93139406313
527455250,132135.5047536802
535403150,151493.3705251262
533251110,294085.8829309626
535457010,173940.13989343913
528110040,418764.74973378604
923252080,121212.23702148789
909101010,124489.55175831052
535177110,170958.9693952132
528354050,271304.2759291194
528235000,195343.48813649686
909252150,165944.17010528938
909275110,222171.54553402937
534427040,154185.500850837
535151080,152753.00481288516
923226320,93913.709914217
535450210,150496.53159517772
905403050,91534.6028271102
535382150,94226.39410660567
535176070,150740.56749927584
905103140,142542.65712287364
534201260,154196.56228935695
531451110,131649.3256659481
528348010,297116.199865265
527212050,370276.7569493818
532377130,137246.90978073375
535325320,117620.64921848655
535383110,96039.46794797562
531450030,192678.86034984488
903401020,168348.95353664045
531363050,159270.3604213975
528358030,338233.62347025523
528456230,211243.43697702695
903227140,126002.01853024504
909179020,211941.24667885064
905202090,125248.05030998515
535453040,123219.50367045027
535302130,132770.83874279488
528480040,259518.79533633022
905104180,133061.1871605263
534451050,120270.96485268981
531452010,133798.4042788477
923228220,94812.94471921072
903233100,127762.32976415832
906392080,197932.6131233677
903232090,139462.9984265271
903426200,144865.44399389112
903451110,122924.8217614591
909250150,172033.1765885917
527180040,181302.39144819183
909253080,202005.65447535866
534431130,120215.76262918484
921205070,305509.50029432285
527105060,170840.91351475817
528290140,181578.7738715687
527451110,116505.05296561669
903201080,169378.56179169644
921128050,314607.0279242274
905101330,119201.6067113364
909250200,143069.54724960792
916403020,213074.80626487674
535151020,143738.72450005115
908152290,143169.77063048803
535355100,118242.0688551094
923400125,141125.51169348936
903227020,128050.93288093153
528322020,322251.57839179924
909451140,130775.0575830686
909451020,121199.60865227843
908225290,119770.76089795686
532377100,126340.80229898113
534129380,142087.47982727666
902304040,133644.3176081751
534276180,124856.11154983395
528222040,194112.62587779597
528176070,311419.1141481992
902400110,442571.18078460864
903233030,115500.56870881382
531367050,219237.56468235672
907227300,135028.06665039004
923226290,87410.76507230931
906340080,300843.9665480527
533206050,196273.74206318936
535304170,142004.1755197628
528315060,306995.5746263071
923276030,139626.33026752115
907270050,264894.99212731747
902109080,109482.3535815995
904100030,131886.08291673963
528439050,243584.22144034045
534401110,126978.3195309392
908275040,128333.90389601603
902300040,132416.4086701992
527302020,236874.6754201041
534477110,173219.7643586609
527325090,199054.38231079138
902106130,106805.98466914364
528164040,332851.8727440763
906203140,215899.895100216
535375040,91997.56476640249
527455060,137295.33535838037
535451250,140454.04166282451
907131190,205843.02123728575
923425030,134545.3566528298
911204090,93453.23328643215
907290160,140763.48255904362
909451100,142563.34102027628
534426040,138036.88562293933
916386180,212906.40594912483
907405030,204036.17558198684
903226060,157922.78149036443
528315070,267924.07732920215
527210030,437294.2180256448
533212050,158938.93944820974
528228460,172667.57313482114
535105060,179835.97935285227
906392070,195865.08157881018
914476130,160677.18024331768
908275180,129149.8900076388
533236040,184824.05907936677
533254110,297168.467005692
534455030,155030.99284425573
528321010,333822.5210226201
528435060,252889.3690984192
535403200,135407.71477537026
528110020,488000.02996103413
907194130,215467.2559205139
528186190,241314.808183448
902206040,117192.59257633527
921128020,315205.87645012425
533250110,206353.13247240783
534479300,123349.65004428747
534225120,140213.45809388152
903425245,158317.67390308395
533130170,366482.43132476206
909100080,115982.90796485223
923230180,136421.36383707286
533223020,168147.81651820778
905106170,123782.87818204895
907202220,141618.12074243865
907251100,248747.80863588062
527163010,174341.56460203472
526353030,227780.18084351774
903425420,119854.74218949697
528108070,339498.8323957528
903401030,132367.282226711
531375110,146257.35652092026
904301410,107868.23358332999
902204120,125276.75283079807
904302020,100153.19414703952
902202090,123982.44231602122
528344020,319757.3067554956
908103260,126371.91212130856
909251170,152161.58508025206
911370450,265459.78232825035
903456110,202322.31786596176
908276230,107603.03887265557
535105160,124673.69187403737
902207130,58580.30778636091
923228230,86449.80764839968
903457040,146422.74373819813
908102130,120289.89046171065
535151040,137353.20908125347
921126010,262977.12226377166
534276010,116894.14770126314
534204030,135141.69310074262
911104060,72576.96710954366
903450110,78882.30772059526
527328050,162054.8161017312
910206010,58476.719940349016
527451400,102934.00958675577
907290090,214927.51331987447
531363030,174363.88295732727
528218080,190899.15242284525
527451200,110052.78459351663
903427120,134008.25584409927
534431020,128276.04261389512
535153140,177163.2719289265
534403290,212531.31370522024
534479120,124441.78952852217
907135040,145736.53778937165
533350050,296091.994981833
535451110,129898.77908498044
533213070,169463.30055379405
916384100,243766.42197822858
535126040,189949.87253867017
909282060,199827.60024432009
528427100,247916.2109357874
534430090,127036.76892907533
528348030,274516.115383637
923228390,72432.41741252603
908186050,139738.5289676805
531452100,149991.49946538114
902207150,105803.6060030883
528120160,309269.4155473216
535354130,143153.01963942964
533208090,199520.76203487514
535381060,81292.8980008005
527452190,146185.26942427675
903233120,118762.71565791036
905109130,251536.72002146326
909281030,153557.26407646242
910203250,68153.0248110765
528294010,178538.21650707792
528172020,285124.3838006073
535380010,141515.6272422903
916382010,218850.07032093065
532479140,159583.0954099691
905452040,151798.5168348967
534475185,150365.23848388612
534178010,125208.45295406725
527212040,349610.2674050061
909175030,145845.31081923426
531479030,121173.96392350075
902100130,82346.85400779579
909101070,64012.650985499466
902109130,100055.36330031935
528365070,290713.73258321773
534276360,120789.85900406189
527180100,189913.67349831565
527455100,131992.86616960051
902301130,104002.91866664456
532378120,119028.8727682585
903455140,119145.09928389791
910201050,128551.9562483156
923400040,164556.62300322048
914476430,160169.4787887889
533206070,229258.35779860892
909451130,121953.95849829887
903226150,114301.49256392558
534400050,177412.34029270423
908102160,120251.21740800701
533236050,199143.8882387384
528488140,206225.89975056637
906380010,199955.26673981673
903454090,133512.46289113472
535450310,176241.05731340876
531371070,180775.65090345865
531477050,97033.08941067185
905103180,145610.23322885597
902402130,104972.37722792593
531452260,182471.44232050452
527376110,195013.2184204146
909250220,119316.09825733876
527427160,161524.5826354017
907202050,170582.33286797913
531379050,219248.14199874777
528240030,195410.4162875694
903430090,145840.81829998535
534127080,207533.56831423764
907265100,228901.06760240658
527405130,114585.6774271686
532351050,125893.69524378482
535305030,120892.18189324658
535450190,121296.44958006307
527355280,187022.10975796933
906380190,193112.55587127502
907203090,137090.7746540264
908203100,103189.0038551253
905200260,163356.8670469112
906475170,237771.77196522756
909201110,121586.89148287167
534126090,201901.48459385984
907200190,137374.14582276542
534430050,135976.8278452508
909201180,121346.5787466052
528108130,354148.44382448343
909276200,151423.40151202472
916402015,190877.74456755532
904100190,116087.21152125017
532353130,133015.6384731114
527145090,230361.1047601155
535375130,107821.64480415298
533254100,232315.2940103996
528142110,336264.58301706426
528235200,194450.86066717797
923202015,178256.5827706554
905451340,97709.19592435817
528218100,186443.98910825138
528240130,201454.9204059149
911370540,264670.5540586672
909175050,178927.825605288
907410040,212235.31608951368
528108010,278036.24882940634
531376030,198273.01168186328
905453080,199383.9292829173
906226120,152138.09187221315
908154080,347450.1827814963
534451120,100698.04434658658
535478090,123054.12085728382
903206170,147284.91509559916
902406030,113511.59861488178
907414040,200710.25355674134
911102170,77557.92039115628
923225360,86198.36727819397
902106040,151751.09644053713
534477090,150288.29107037038
906378150,292852.46403573
535325460,186067.5898255632
534275220,118608.17974482909
535353140,91760.83817240363
907412020,209531.7194235156
528358040,283178.6143956159
906380200,195172.99914629592
903231080,107813.21369688443
907275080,236042.62901341735
533212110,161177.7206225923
904301110,99631.93495245068
531363040,175263.5280969247
535104120,190656.43321305222
527427110,149270.7142090399
527354050,162543.86713585834
907420060,196498.89329588818
905101300,112785.65805510216
528435050,258334.4640355186
903234160,105770.9877946218
534177230,218447.84149670362
923228270,86136.80128285401
535427070,243255.3020213138
527455050,147966.24537347103
535155110,133549.4800683689
923226270,93880.04957687364
909251090,225556.63414257337
535304100,139261.5545531525
916380070,281729.3834189639
534201230,127477.5210309047
535179160,117149.03100335527
531451020,170113.74527739812
528344060,305267.4928881002
535402220,189640.5544403236
903226160,131908.82413637752
902107050,109636.74194025206
905480030,122695.09758706855
527183060,219634.41629412014
909252110,173598.30527179677
902111010,106838.86486967895
535404080,124778.81993001243
908188140,144041.3649061312
907285010,221383.3224680501
905352030,222072.22047032826
535175050,171753.6438022676
906425045,145475.90411115403
535152060,129106.72480980823
903204040,138846.5179774676
903458020,95338.67601798054
923204040,126700.369586752
903236200,106229.57937862058
535457020,139836.03185965493
527451380,120725.94334591037
531375140,142317.62795076275
528174060,180755.74213561777
903400180,173290.9968972394
903227150,131687.3625671332
909250070,159346.60678776843
909425180,198325.2879429497
